activity_final,type_final,species_final,age_final,injury_final,final_date,country,state,location,sex
swimming,other,unknown,23.0,other,1981-01-01,south africa,kwazulu-natal,widenham,M
other,unprovoked,tiger shark,27.0,no injury,,australia,new south wales,byron bay,M
other,unprovoked,unknown,,injured,,greece,pagasitikos gulf,,M
other,unprovoked,other shark,25.0,no injury,,south africa,eastern cape province,nahoon,M
other,other,unknown,,other,1980-12-26,south africa,eastern cape province,port elizabeth,
fishing,unprovoked,white shark,22.0,injured,1980-11-24,reunion,grand'anse,petite-ile,M
swimming,unprovoked,unknown,,injured,1980-11-18,australia,western australia,lancelin,M
swimming,other,unknown,,other,1980-11-17,south africa,kwazulu-natal,mnini,M
swimming,unprovoked,unknown,16.0,fatal,1980-11-11,brazil,pernambuco,piedade,M
surfing,unprovoked,white shark,29.0,other,1980-10-27,usa,oregon,off umpqua river,M
surfing,unprovoked,white shark,19.0,no injury,1980-10-17,usa,california,"moonstone beach, humboldt county",M
other,unprovoked,unknown,22.0,fatal,1980-08-22,mexico,,,M
swimming,unprovoked,other shark,,injured,1980-08-03,usa,louisiana,"grand isle, jefferson parish",M
swimming,unprovoked,unknown,10.0,injured,1980-08-10,usa,north carolina,"ocean isle, brunswick county",F
other,unprovoked,tiger shark,,injured,1980-08-04,usa,hawaii,"puamana, lahaina, maui",M
other,unprovoked,other shark,,injured,1980-07-26,spain,canary islands,"san juan de la rambla, tenerife",M
surfing,unprovoked,unknown,15.0,injured,1980-07-27,usa,new jersey,"ocean city, cape may county",M
swimming,unprovoked,other shark,22.0,no injury,1980-07-23,usa,delaware,dewey beach,F
surfing,unprovoked,unknown,,no injury,,usa,north carolina,"emerald isle pier (near morehead city), carteret county",M
surfing,unprovoked,unknown,,injured,,usa,florida,"new smyrna beach, volusia county",M
diving,provoked,other shark,44.0,injured,1980-06-26,usa,california,"off san clemente island, los angeles county",F
surfing,unprovoked,other shark,22.0,no injury,1980-05-15,south africa,eastern cape province,fuller’s bay,M
fishing,provoked,unknown,,injured,1980-04-25,jamaica,st. mary's parish,"priestman's river area, east portland",M
other,other,unknown,,fatal,1980-04-22,philippines,romblon province,"maestre de campo island, 120 miles south of manila",
surfing,unprovoked,tiger shark,13.0,injured,,mexico,sinaloa,mazatlán,F
diving,unprovoked,tiger shark,52.0,fatal,1980-03-29,south africa,kwazulu-natal,umdhloti,M
swimming,unprovoked,other shark,,injured,1980-03-28,brazil,rio de janeiro,"copacabana beach, rio de janiero",M
other,other,unknown,,fatal,1980-03-15,philippines,,250 miles southwest of manila,F
fishing,provoked,other shark,61.0,other,1980-03-11,south africa,western cape province,velddrif,M
surfing,unprovoked,white shark,24.0,other,1980-01-31,south africa,kwazulu-natal,ballito,M
fishing,unprovoked,other shark,29.0,other,1980-01-25,kenya,lamu archipelago,south of lamu island,M
fishing,provoked,other shark,29.0,no injury,1980-01-15,south africa,kwazulu-natal,anstey’s,M
swimming,unprovoked,other shark,,other,1980-01-13,south africa,eastern cape province,sardinia bay,M
swimming,unprovoked,other shark,25.0,other,1980-01-10,south africa,eastern cape province,king’s beach,M
other,unprovoked,white shark,,fatal,1980-01-05,chile,los vilos,"punta negra, pichidangui",M
other,provoked,other,34.0,other,,north atlantic ocean,,onboard swordfish trawler,M
surfing,other,white shark,,injured,,greece,island of kos,,M
fishing,other,unknown,20.0,no injury,,south africa,eastern cape province,bonza bay,M
fishing,unprovoked,unknown,,injured,,tonga,ha'api,ha'ano island,M
swimming,unprovoked,unknown,18.0,other,1979-12-21,south africa,eastern cape province,kenton-on-sea,M
fishing,other,white shark,19.0,fatal,1979-12-05,portugal,madeira islands,"sao jorge, madeira island",M
diving,unprovoked,other shark,32.0,other,1979-12-01,south china sea,,,M
surfing,unprovoked,white shark,20.0,injured,1979-11-27,usa,oregon,"haystack rock, cannon beach, clatsop county",M
other,provoked,white shark,,no injury,1979-11-12,south africa,western cape province,macassar,
fishing,provoked,other shark,,injured,1979-10-22,south africa,eastern cape province,algoa bay,M
diving,unprovoked,other shark,18.0,injured,1979-09-14,australia,new south wales,byron bay,M
other,unprovoked,unknown,21.0,fatal,1979-08-28,hong kong,,mirs bay,M
other,unprovoked,unknown,16.0,fatal,1979-08-26,hong kong,ho ha wan marine park,,M
other,unprovoked,unknown,49.0,injured,1979-08-05,usa,florida,"daytona beach, volusia county",M
other,unprovoked,unknown,,fatal,1979-08-03,thailand,southern thailand,,M
other,other,unknown,56.0,injured,1979-06-19,usa,florida,10 miles off cape canaveral,M
diving,other,unknown,36.0,fatal,1979-05-27,usa,florida,"fort walton beach, okaloosa county",M
fishing,provoked,white shark,25.0,other,1979-05-05,south africa,western cape province,"hangklip, false bay",M
diving,unprovoked,unknown,,fatal,1979-05-03,south africa,kwazulu-natal,mbibi,M
fishing,unprovoked,unknown,,injured,,new caledonia,north province,ile yandé (between poum and bélep),
other,unprovoked,other shark,,fatal,,new caledonia,north province,balade,M
swimming,unprovoked,unknown,24.0,other,1979-04-08,usa,florida,"public beach (carlin park), jupiter, palm beach county",M
surfing,unprovoked,unknown,8.0,injured,1979-04-08,usa,florida,"municipal beach, boyton beach, palm beach county",M
surfing,unprovoked,other shark,27.0,injured,1979-03-24,usa,florida,"singer island, riviera beach, palm beach county",M
other,unprovoked,white shark,,no injury,1979-03-11,usa,california,"ano nuevo island, san mateo, county",M
other,other,unknown,,no injury,1979-03-01,south africa,western cape province,seal island,
fishing,unprovoked,unknown,,fatal,,new caledonia,grand terre,"five mile beach, i'le ouen",M
other,unprovoked,other shark,19.0,other,1979-02-21,south africa,eastern cape province,port alfred,M
fishing,unprovoked,unknown,,fatal,,usa,hawaii,"south kohala, hawai'i",M
other,unprovoked,unknown,,injured,1978-12-29,australia,queensland,bribie island,M
fishing,unprovoked,white shark,23.0,fatal,1978-12-12,south africa,kwazulu-natal,sodwana,M
surfing,unprovoked,other shark,,injured,1978-11-26,usa,hawaii,"ewa, o'ahu",M
surfing,unprovoked,unknown,17.0,other,1978-11-23,usa,florida,"jupiter, palm beach county",M
fishing,other,unknown,,fatal,1978-10-21,south africa,kwazulu-natal,"fishing camp, st. lucia estuary",M
fishing,unprovoked,white shark,27.0,no injury,1978-09-27,south africa,western cape province,"miller's point, false bay",M
diving,unprovoked,white shark,,no injury,1978-09-16,italy,tyrrhenian sea,capo d'anzio,M
other,unprovoked,other shark,28.0,other,1978-09-03,usa,california,santa barbara,M
other,unprovoked,other shark,34.0,other,1978-09-02,australia,tasmania,"cape pillar, storm bay",M
swimming,unprovoked,other shark,,injured,1978-08-05,usa,california,"pajaro dunes, santa cruz county",M
other,unprovoked,unknown,27.0,injured,1978-08-01,usa,florida,florida straits,M
other,other,unknown,39.0,no injury,1978-07-27,usa,south carolina,,M
fishing,provoked,unknown,27.0,injured,1978-07-19,usa,california,"newport beach, orange county",M
surfing,unprovoked,unknown,20.0,injured,1978-06-21,usa,florida,"south of neptune beach, duval county",M
surfing,unprovoked,unknown,17.0,other,1978-06-21,usa,florida,"neptune beach, duval county",M
other,other,unknown,,no injury,1978-06-07,italy,golfo de venezia,acqua alta research platform,
diving,unprovoked,unknown,25.0,injured,1978-04-02,marshall islands,ralik archipelago,enewetak atoll,M
diving,unprovoked,unknown,23.0,injured,1978-04-02,marshall islands,ralik archipelago,enewetak atoll,M
diving,unprovoked,other shark,,injured,,australia,tasmania,beechford,M
other,other,unknown,,no injury,1978-03-05,south africa,eastern cape province,"gulu deep, east london",
other,unprovoked,other shark,,no injury,1978-02-28,south africa,western cape province,"seal island, false bay",
diving,unprovoked,white shark,,no injury,1978-02-19,south africa,western cape province,"miller's point, false bay",M
surfing,unprovoked,other shark,17.0,injured,1978-01-07,south africa,kwazulu-natal,glenashley,M
other,other,unknown,,other,1978-01-06,south africa,kwazulu-natal,cape vidal,M
surfing,unprovoked,unknown,,injured,,usa,florida,"cocoa beach, brevard county",F
swimming,unprovoked,unknown,,fatal,,vanuatu,malampa province,"ranon, ambryn",F
other,other,unknown,49.0,other,1977-12-31,usa,hawaii,2 miles off keahole airport,M
surfing,unprovoked,unknown,27.0,injured,1977-12-19,usa,florida,"hobe sound, palm beach county",M
surfing,unprovoked,tiger shark,18.0,injured,1977-12-19,south africa,eastern cape province,qolera river,M
other,other,white shark,,no injury,,south africa,western cape province,"macassar, false bay",
swimming,provoked,other shark,,other,1977-11-12,south africa,western cape province,klein river lagoon,M
fishing,unprovoked,white shark,25.0,no injury,1977-10-30,south africa,western cape province,"bluegums rock, partridge point",M
surfing,unprovoked,white shark,17.0,injured,1977-08-31,australia,south australia,"cactus beach, near ceduna",M
other,unprovoked,unknown,25.0,fatal,1977-08-23,australia,queensland,"buddina beach, south of noosa",M
fishing,other,white shark,,other,1977-08-19,south africa,western cape province,off macassar beach,M
other,unprovoked,white shark,20.0,other,1977-08-14,usa,california,"mcclure beach, near tomales point, marin county",M
swimming,other,unknown,17.0,injured,1977-08-05,usa,florida,"st. petersburg, pinellas county",M
other,other,unknown,21.0,injured,1977-07-02,usa,california,"off san diego, san diego county",M
other,provoked,bull shark,27.0,other,1977-06-26,usa,florida,"12 miles northeast of mayport,  duval county",M
other,unprovoked,bull shark,25.0,injured,1977-06-06,usa,texas,padre island,M
other,other,other shark,,other,1977-05-26,south africa,western cape province,13 km off knysna,M
other,other,unknown,,other,1977-05-16,australia,queensland,southport,M
other,unprovoked,unknown,,injured,1977-04-26,australia,queensland,tallebudgera,M
swimming,unprovoked,other shark,,injured,1977-04-21,usa,hawaii,"ka'anapali, maui",M
swimming,unprovoked,unknown,31.0,injured,1977-03-17,south africa,western cape province,"lappiesbaai beach, stilbaai",M
other,other,unknown,32.0,injured,1977-03-13,australia,queensland,near moreton island in moreton bay,M
other,other,unknown,74.0,fatal,1977-03-13,australia,queensland,near moreton island in moreton bay,M
other,other,unknown,45.0,fatal,1977-03-13,australia,queensland,near moreton island in moreton bay,M
other,unprovoked,other shark,24.0,other,1977-02-26,australia,new south wales,"kingscliffe beach, south of tweed heads",M
other,other,unknown,,other,1977-02-04,australia,victoria,sorrento back beach,M
other,unprovoked,unknown,,injured,,new caledonia,,i'le ouen,
swimming,unprovoked,unknown,,fatal,,mexico,guerrero,la playa hornos (near acapulco),M
other,unprovoked,unknown,,injured,1976-12-29,australia,queensland,caloundra,M
other,unprovoked,white shark,29.0,injured,1976-12-18,usa,california,"san miguel island, santa barbara county",M
other,unprovoked,white shark,19.0,injured,1976-11-27,south africa,western cape province,clifton,M
other,other,unknown,,other,1976-11-26,australia,queensland,southport bar,
surfing,unprovoked,bull shark,19.0,other,1976-11-25,usa,florida,"delray beach, palm beach county",M
swimming,other,unknown,17.0,injured,1976-11-23,south africa,kwazulu-natal,warner beach,M
other,provoked,white shark,,no injury,,south africa,western cape province,macassar,
other,other,white shark,,no injury,1976-10-27,south africa,western cape province,gordon’s bay,
surfing,unprovoked,white shark,25.0,injured,1976-10-18,usa,california,"moonstone beach, humboldt county",M
surfing,unprovoked,white shark,20.0,other,1976-10-06,south africa,eastern cape province,cape st. francis,M
other,other,unknown,,other,1976-09-22,new caledonia,,sarcelle,
other,unprovoked,other shark,27.0,injured,1976-09-19,australia,south australia,"point lowly, north of whyalla",M
other,other,unknown,,fatal,1976-09-17,hong kong,south china sea 200 miles from hong kong,,M
swimming,unprovoked,unknown,16.0,fatal,1976-09-12,usa,florida,"jacksonville, duval county",M
swimming,unprovoked,unknown,,fatal,1976-09-12,usa,florida,"jacksonville, duval county",M
surfing,unprovoked,tiger shark,15.0,injured,1976-09-06,usa,florida,"sebastian, indian river county",M
other,unprovoked,unknown,23.0,other,1976-08-26,usa,north carolina,"emerald isle pier (near morehead city), carteret county",M
surfing,unprovoked,white shark,19.0,no injury,1976-08-24,usa,oregon,winchester bay,M
fishing,unprovoked,unknown,24.0,injured,1976-07-24,usa,florida,st. lucie county,M
other,unprovoked,unknown,10.0,injured,1976-07-21,usa,louisiana,scofield - sandy point,M
diving,unprovoked,unknown,18.0,fatal,1976-07-16,usa,hawaii,"maha'ulepu, koloa, kaua'i",M
fishing,unprovoked,other shark,23.0,other,1976-07-12,usa,florida,st. lucie county,M
other,unprovoked,other shark,17.0,injured,1976-06-23,usa,florida,"st. andrews state park, bay county",M
swimming,unprovoked,other shark,,injured,1976-06-10,usa,hawaii,"kama'ole beach, park no. 1, kihei, maui",M
fishing,provoked,other shark,46.0,other,1976-06-02,italy,reggio calabria province,bovalino,M
other,other,other shark,,other,1976-06-01,australia,queensland,off stradbroke island,F
other,other,other shark,,other,1976-05-02,south africa,western cape province,40 km off cape point,
other,other,unknown,,other,1976-04-28,usa,texas,galveston island,
swimming,unprovoked,unknown,,injured,1976-03-12,usa,florida,"new smyrna beach, volusia county",M
fishing,other,other shark,,no injury,1976-03-12,south africa,western cape province,robberg point,
other,other,white shark,,other,1976-03-09,south africa,western cape province,"2 km from macassar, false bay",
other,other,white shark,,other,1976-03-02,south africa,western cape province,"2 km from macassar, false bay",
other,other,white shark,,no injury,1976-02-03,south africa,western cape province,false bay,
other,provoked,other shark,,no injury,1976-01-13,south africa,western cape province,hartenbos,
other,unprovoked,unknown,,injured,1976-01-12,australia,queensland,harvey bay,F
other,provoked,white shark,,other,1976-01-11,south africa,western cape province,kalk bay,
other,unprovoked,other shark,25.0,other,1976-01-08,usa,florida,"off fort pierce, st lucie county",M
fishing,unprovoked,other shark,,fatal,1976-01-02,new zealand,north island,"te kaha, east coast",M
diving,unprovoked,unknown,,fatal,,usa,hawaii,"off lahaina, maui",M
other,other,other shark,,no injury,1975-12-29,australia,south australia,glenelg,
other,unprovoked,white shark,27.0,injured,1975-12-06,usa,california,farallon islands,M
other,provoked,other shark,35.0,other,1975-12-02,australia,new south wales,"porpoise pool, tweed heads",M
swimming,unprovoked,other shark,20.0,injured,1975-11-19,australia,new south wales,"queenscliff, sydney",M
swimming,unprovoked,other shark,33.0,other,1975-11-19,south africa,kwazulu-natal,"south beach, durban",M
other,unprovoked,unknown,,other,1975-11-07,australia,queensland,lookout point,M
surfing,unprovoked,other shark,18.0,injured,1975-11-02,usa,florida,"crescent beach, st. johns county",M
other,other,other shark,,other,1975-10-21,usa,new jersey,"sandy hook, monmouth county",M
surfing,unprovoked,other,20.0,other,1975-10-12,australia,new south wales,"lennox head, ballina",M
surfing,other,unknown,,unknown,1975-10-04,usa,california,"seal beach, orange county",
